--cc-algorithm (Client),--cc-algorithm (Server),--initial-cwnd-packets (Client),--initial-cwnd-packets (Server),--max-data (Client),--max-data (Server),--max-stream-data (Client),--max-stream-data (Server),--max-stream-window (Client),--max-stream-window (Server),--max-streams-bidi (Client),--max-streams-bidi (Server),--max-streams-uni (Client),--max-streams-uni (Server),--max-window (Client),--max-window (Server),Goodput (kbps),Test Number
bbr2,bbr,9,12,12723777,13191304,1551397,1242527,12366502,15694377,81,87,82,111,20748325,22919674,34106.21600501554,2322
bbr2,bbr,9,10,12914637,16441206,1466777,1276165,14415406,19217362,115,104,95,107,20910276,22211222,29362.623823024955,2323
bbr2,bbr,9,10,12379821,12697946,1385060,1331755,12959647,18664220,96,88,81,113,21372700,22113743,28505.464340678816,2324
bbr2,bbr,9,9,16541986,12940647,1504393,731300,17415186,17838808,94,120,83,109,21007294,29234972,27694.40638628718,2325
bbr2,bbr,9,10,14893542,12309943,1361047,1359569,14689946,18208217,114,119,80,111,21563735,20752548,31308.439677771872,2326
bbr2,bbr,12,11,13133654,12511017,1426651,783213,13824623,19319169,99,100,99,108,21201754,20165603,28258.81962963013,2327
bbr2,bbr,9,8,12618841,13093191,1296198,827424,14305707,18827197,117,102,83,116,20471131,22380877,27792.962078344102,2328
bbr2,bbr,9,12,13282725,12716912,1409442,1297836,14081376,19614912,105,88,81,110,21363567,21947984,33516.73237941963,2329
bbr2,bbr2,9,10,12986650,12574881,1449947,804594,13538092,19061386,112,89,80,109,21519698,22605821,27258.396589372984,2330
bbr2,bbr,8,10,11738958,12823023,865096,741862,13255446,18401176,116,106,82,101,21047899,29416494,33412.09646904188,2331
bbr2,bbr,9,10,12034132,12455683,1357026,1224213,14673112,17546181,101,101,81,110,20591461,21803441,32139.06609601099,2332
bbr2,bbr,9,12,11599699,13349351,1326911,700119,14475736,13367783,113,87,82,113,21199520,28726264,28336.617863746822,2333
bbr2,bbr,8,9,12793505,13590059,1480996,1663561,13905258,18596380,117,89,80,107,20316956,20442069,35506.914627043574,2334
bbr2,bbr,8,10,11914762,12884698,1385181,1401731,14276269,19537386,100,103,87,115,21562800,28954087,30590.89611190468,2335
bbr2,bbr,9,10,13142923,13891221,1406691,1319016,13142863,18915429,98,87,81,108,20788757,22298925,28300.57703622535,2336
bbr2,bbr,8,12,12264711,12218470,1433981,837924,14602289,19273948,113,81,80,110,21375171,26043051,31906.475312689705,2337
bbr2,bbr,11,8,13041561,13051449,1525752,1271044,13701665,18465035,116,117,83,112,21028113,22185903,36740.848193070815,2338
bbr2,reno,9,10,10636943,10676597,1465465,772807,12779265,18734429,105,88,85,109,21287665,22840085,31528.522637965812,2339
reno,bbr,8,10,12877729,12363359,1356523,1350021,14031071,16778677,115,102,80,116,21600505,29298924,28450.74406462748,2340
bbr2,bbr,9,11,12471374,12613366,737916,1205469,14339056,19104097,114,104,81,111,20907736,22415885,29236.65721109895,2341
bbr2,bbr,8,9,10845263,13201029,1384209,1249163,14154412,19415988,107,110,82,94,20626090,20580068,33109.91157120957,2342
bbr2,bbr,9,12,13305484,12793313,1292154,806338,13431853,17066895,99,89,80,107,21598745,21521756,27986.430834354225,2343
bbr2,bbr,8,10,12095914,14200525,1419734,741146,14491953,19690609,117,115,82,114,21335899,22640136,28443.180997480376,2344
bbr2,bbr,9,10,12703529,12600310,1497350,1313024,13888069,18047429,101,100,81,108,21119333,22015445,30412.636353880556,2345
bbr2,bbr,9,10,11372170,13348554,1316692,837842,12972248,18271590,88,86,80,95,23120781,21878552,28870.593879588614,2346
bbr2,bbr,8,12,11860491,12961703,1437507,761723,14641573,18690535,115,102,81,107,20706316,20144725,28824.771287825475,2347
bbr2,bbr2,8,9,13096139,12738735,1398516,720254,13632323,19673718,109,118,101,109,21577387,21679737,26075.16675800188,2348
bbr2,bbr,9,10,12216482,12387155,1340845,1286359,14282465,19007362,116,105,83,111,20931676,20373368,28945.608077682336,2349
bbr2,bbr,9,10,12933113,13517445,1581237,1383342,14129991,18492169,113,103,82,115,21155068,23094635,28357.548297808396,2350
bbr2,bbr,8,8,12355873,13118631,1369838,788894,14403295,19334724,117,88,86,110,21605254,22209973,28007.0526716785,2351
bbr2,bbr,8,12,13253809,12955111,1459655,824395,13286897,18819209,114,89,84,87,20426544,29108233,35091.92136933913,2352
bbr2,bbr,9,9,12812966,12518210,1411660,1232428,13928314,19507832,108,101,80,90,21390720,22479145,34104.718453185844,2353
bbr2,bbr,8,10,13054470,12714862,1482160,1315548,14683607,19167307,100,90,81,112,20782853,28859990,28995.413540097907,2354
bbr2,bbr,9,10,12012961,12843129,1439715,1344892,14466491,12505350,98,116,80,114,21165513,22758657,29515.672643262733,2355
bbr2,bbr,8,11,12583983,13244084,1381789,1266462,13650610,18350332,115,87,106,108,21368578,20782893,31863.959717879294,2356
bbr2,bbr,9,10,11682004,12297087,1514143,1203455,14132043,19748906,104,100,82,109,21669189,22034046,27791.46120542855,2357
bbr2,reno,9,12,13207803,12114813,1006644,764287,12658052,18639530,116,88,105,107,21484110,28660378,32667.623622104893,2358
bbr2,bbr,8,10,10564052,12487671,1337316,807174,13804254,18200859,99,90,109,96,21044216,29342147,28114.68943027305,2359
reno,bbr,8,10,12966605,13726101,1307542,722675,13117689,18872900,90,103,83,99,20366594,22223537,30548.507718146713,2360
bbr2,bbr,9,12,13328531,12656895,1412893,1368285,12855028,19442696,101,86,89,100,20652000,21803311,29003.56398508022,2361
bbr2,bbr,9,8,11852580,13008751,1366164,1288902,14300533,19161075,114,101,81,116,21257566,29480097,33928.25349703028,2362
bbr2,bbr,8,11,13128322,12849961,1439967,844106,12120306,18522412,117,104,81,111,20894999,22499183,28503.96301413338,2363
bbr2,bbr,9,10,12148836,13447131,1466410,750980,14742666,19718858,100,89,80,103,21634832,22337341,29026.72701352268,2364
bbr2,bbr,8,9,10924297,13096345,1548429,790876,13464338,18003283,116,119,117,110,21419493,21607256,28656.762102573386,2365
bbr2,bbr,9,10,11512035,12539387,1385114,700476,14001877,19301120,115,108,82,108,21163330,20594072,35980.51153990832,2366
bbr2,bbr2,11,12,12668979,12388708,1350721,1328003,14469244,18709857,86,102,80,109,21668488,29036385,34008.2103523738,2367
bbr2,bbr,8,10,12857496,12707936,1419354,1255228,12406542,18988814,111,87,81,110,21459261,26322908,34778.62571367093,2368
bbr2,bbr,9,10,12973498,15685269,1452102,1224099,14607800,19796152,112,88,80,113,20913399,21491272,35629.38778214641,2369
bbr2,bbr,8,10,10726946,13290315,1492817,825947,14163090,18374227,113,90,84,108,20569030,20342947,35009.62820199275,2370
bbr2,bbr,9,12,12464007,12952656,1319618,1297253,13763267,19450757,83,86,83,111,21244757,22003455,35404.80015126563,2371
bbr,bbr,8,9,12009178,12245408,1402492,847890,14280043,12792756,104,120,82,112,21038075,22707776,35605.342451624514,2372
bbr2,bbr,9,8,12314539,12789925,1278869,777499,13998108,19586274,117,89,81,116,20776005,20970846,35225.66432811748,2373
bbr2,bbr,8,10,11036627,12582779,1365356,742413,13295160,19016869,95,101,80,107,20273533,22090256,35377.356421697215,2374
bbr2,bbr,9,12,13190399,13205252,1472250,795491,14700610,17827821,99,105,85,115,21491548,29536085,37860.38438051893,2375
bbr2,bbr,8,10,12836308,12466634,1509661,1199850,13494427,18178827,114,103,117,109,21304915,29269802,36684.62864534728,2376
bbr2,reno,9,10,13060917,12877354,1432616,1339058,14387003,16444196,101,89,81,117,21601674,22567259,25618.990639728974,2377
bbr2,bbr,8,11,10513671,12671538,1392540,770757,13075974,18550100,116,107,83,107,21702158,28712736,36793.415210439314,2378
bbr,bbr,8,10,11789819,13131862,1337369,1410091,14086633,19170232,106,102,81,110,21144202,30172995,36853.06104696755,2379
bbr2,bbr,9,10,12568405,13538533,1449027,1272728,17728297,18771302,115,87,82,87,21377959,22168335,36349.74167467953,2380
bbr2,bbr,12,12,13283865,12178833,1416514,1307212,14489278,19753979,97,100,116,85,20996262,21870026,37130.434436203184,2381
reno,bbr,9,8,12761228,13346790,1378104,734623,14739574,18414558,100,88,80,108,20494810,22788678,36554.21728747973,2382
bbr2,bbr,8,9,11963822,13022566,1291512,1246730,13840412,19575574,117,104,82,86,20726969,22471700,36674.94139342434,2383
bbr2,bbr,9,10,12168848,12367735,1532798,849025,14192360,19245169,117,89,84,114,21610095,22988231,36756.88276201731,2384
bbr2,bbr,8,10,11277351,12772434,1348045,1359925,14497561,18893401,105,86,80,109,20157437,28951337,37550.36119683325,2385
bbr,bbr2,9,12,13002732,12611492,1485315,815986,14000639,18623914,100,117,90,116,21310634,25851717,34542.89774470333,2386
bbr2,bbr,8,10,13147334,12947026,1322098,1210054,12917748,19416552,98,90,81,97,21775910,22336054,35568.32477615585,2387
bbr2,bbr,9,10,11643322,12000278,1397328,814183,13669805,19857634,112,101,80,111,20874535,29681426,35649.87458851348,2388
bbr2,bbr,8,12,10446038,12505989,1432054,721003,14278335,18336083,114,87,82,112,21475931,20674149,34648.49280893493,2389
bbr2,bbr,9,11,13329482,12683106,1463106,1328741,12694781,18059568,101,118,110,108,21130215,21707152,35430.90966533142,2390
bbr2,bbr,8,10,12391553,12826718,1366303,1293628,14756758,18858152,116,102,81,110,21711707,29114063,36673.67473053055,2391
bbr2,bbr,9,8,12884241,13140049,1412704,767124,13252842,19101371,99,88,80,107,20639064,20299796,36020.635219169766,2392
bbr,bbr,8,9,12225714,13399897,1613397,1939200,13552567,16092822,115,103,83,113,21275448,29368722,36062.91034278777,2393
bbr2,bbr,9,10,13041019,12312603,1379845,1387880,13955256,19602609,113,90,117,103,23307045,21981976,36494.6608456942,2394
bbr2,bbr,8,10,11894912,12423796,1502685,856870,14397963,18508550,111,100,103,120,20996978,22334993,35501.80543305847,2395
bbr2,bbr,9,12,12724574,13769423,1031903,1186629,14708674,19836967,115,87,82,109,21467867,20469480,36672.66466966392,2396
bbr2,reno,8,10,10730170,12591103,1569821,1260837,14191467,19302854,102,89,81,117,21662822,28594343,32268.406910970192,2397
bbr2,bbr,9,10,12083137,12886559,1452483,798719,13747356,18797597,104,88,80,110,21165348,30020570,36801.808896284594,2398
bbr,bbr,9,12,12623108,15884778,1350865,1230940,14505399,17660228,116,102,81,88,20823106,29574101,34947.0000583241,2399
bbr2,bbr,8,10,13194597,12774692,1427547,1585735,14031442,18657872,101,104,84,111,20379181,29812676,36383.46467962925,2400
bbr2,bbr,11,11,12911934,13289949,1309367,754890,13338514,18225753,117,113,80,109,21394041,22156160,37013.45810276976,2401
bbr2,bbr,8,10,13347833,13043832,1399433,726857,12550240,19021161,114,112,83,107,21763184,20954366,35930.070792700055,2402
bbr2,bbr,9,8,10555559,12105871,1459400,828717,13052775,19408020,108,103,82,115,21034706,21793335,35078.802405826646,2403
bbr2,bbr,8,9,12454161,12614183,826764,1899511,14342920,19679921,91,86,81,108,21503389,21378124,35592.38052404582,2404
bbr2,bbr2,9,10,11782578,13599708,1481628,1353987,12844886,18497667,99,90,93,110,20521570,20140332,36488.59683501329,2405
