-o cc_algo (Client),-o cc_algo (Server),-o cfcw (Client),-o cfcw (Server),-o init_max_data (Client),-o init_max_data (Server),-o init_max_streams_bidi (Client),-o init_max_streams_bidi (Server),-o init_max_streams_uni (Client),-o init_max_streams_uni (Server),-o max_cfcw (Client),-o max_cfcw (Server),-o max_sfcw (Client),-o max_sfcw (Server),-o sfcw (Client),-o sfcw (Server),Goodput (kbps),Test Number
3,1,95181,34774,10918871,13158204,103,89,115,105,20132659,20132659,38120,86662,116223,26916,46197.93952738109,564
3,1,91676,63591,10630330,13283193,99,90,108,96,20132659,20132659,49137,90744,113981,125910,46104.425440235675,565
3,1,88679,91507,11007798,12851953,102,89,91,104,20132659,20132659,27518,110533,116353,30292,46229.53493857451,566
3,1,22763,29670,10753144,10643705,106,88,87,106,20132659,20132659,57994,105937,112397,24495,45517.95164529391,567
3,1,118046,56575,10459896,13921790,100,90,85,103,20132659,20132659,62632,100559,109445,33648,46224.159905927314,568
3,1,95376,60215,11091048,13536137,101,91,95,104,20132659,20132659,45049,119274,116550,20748,45934.01707342449,569
3,1,98657,66390,10639629,14004855,80,87,89,105,20132659,20132659,53038,97773,112854,27871,46199.237117966935,570
3,1,92976,43927,10827786,13736485,103,88,93,106,20132659,20132659,56605,81758,60539,35288,45942.41950253465,571
1,1,112081,100688,10739408,12200824,103,89,95,108,20132659,20132659,35893,93720,121991,31154,46218.455077738676,572
3,1,100320,58839,10241372,13406134,102,90,116,106,20132659,20132659,41145,102196,104864,39767,46089.02426695852,573
3,2,96092,46430,11230377,14206018,109,92,83,82,20132659,20132659,39827,87963,118951,37824,44209.8095658709,574
1,1,90414,49344,10915860,10790714,100,86,98,81,20132659,20132659,60341,98869,114568,32299,45466.98110395238,575
2,1,97796,39764,10484164,11961130,81,104,97,87,20132659,20132659,111581,95684,107504,98266,46173.88370286827,576
3,1,94081,77532,10104026,13606417,101,90,101,105,20132659,20132659,50577,104385,57652,100349,46226.630737269035,577
2,1,110613,61248,10707098,14066180,108,80,114,107,20132659,20132659,66106,91544,118474,26503,45543.65288131765,578
2,1,113954,55549,10360058,15637358,109,89,115,106,20132659,20132659,114695,83708,66443,34371,45377.13629788785,579
1,1,100240,97346,10527343,13849387,102,88,111,102,20132659,20132659,120020,101759,97715,16468,46281.66875584824,580
2,1,100585,94890,10522721,13860697,101,91,107,105,20132659,20132659,123344,100687,101560,17718,45546.44716767023,581
3,1,97670,96090,11358641,13698542,103,91,94,101,20132659,20132659,119674,102935,96255,16574,45619.61610079529,582
2,1,95817,96060,10284499,13911243,102,88,112,102,20132659,20132659,72790,107049,97679,22405,46178.38272873102,583
2,3,91700,99054,10419699,13802204,102,93,113,102,20132659,20132659,68270,105096,97070,18615,44640.628542175094,584
1,1,99159,97505,10597273,13979257,102,90,104,100,20132659,20132659,119897,99428,56552,23017,45602.99996846945,585
2,1,101251,102579,10208636,13772051,102,92,110,103,20132659,20132659,23767,101545,102972,21412,46149.01508591523,586
3,1,89188,102646,12918648,14081694,104,89,92,102,20132659,20132659,107645,97282,100438,18476,46154.601205390696,587
2,1,94111,92355,10394081,13604416,104,101,117,103,20132659,20132659,55747,103323,99152,16600,45585.850933985734,588
2,1,97447,101611,10014600,14375594,100,87,98,100,20132659,20132659,61856,107800,62484,63184,46109.24041796525,589
2,1,74004,93292,14689908,13426730,101,92,111,99,20132659,20132659,125642,99415,94862,19126,46244.010434468146,590
1,1,87655,99424,10572568,13237248,103,89,109,101,20132659,20132659,108788,95019,59763,24060,45936.45698314416,591
3,1,67533,88164,10454731,10341894,111,90,106,101,20132659,20132659,59497,102115,98863,28270,45948.3835699876,592
2,1,92290,97509,13056915,13701083,110,91,90,88,20132659,20132659,64089,105114,124996,21482,46064.37342605579,593
2,1,101938,18601,11878029,13894456,107,88,101,113,20132659,20132659,121082,97577,128433,16452,46128.0284446556,594
2,1,99456,107690,10291049,13529240,111,92,96,104,20132659,20132659,57884,100441,50685,19725,46144.014117240644,595
3,1,95583,42035,10161430,14227324,98,90,118,112,20132659,20132659,110443,95794,54178,82430,45511.77778754354,596
2,1,93872,105538,10842612,14060140,106,91,118,108,20132659,20132659,31535,103356,57046,25453,46096.5462517399,597
1,2,90967,35721,10536119,10500849,110,87,113,102,20132659,20132659,66391,98615,121120,86471,44660.02174276457,598
2,1,96843,114227,10718951,13069907,94,90,99,87,20132659,20132659,104626,109174,72567,29418,46201.145471839336,599
2,1,102088,52632,10621618,13765653,103,103,117,115,20132659,20132659,49180,106388,62805,93692,46102.094338668656,600
3,1,106923,47376,10361533,13622383,101,93,91,103,20132659,20132659,106557,101160,96014,31382,46068.19333838941,601
2,1,99045,100555,10148195,13382745,100,120,97,89,20132659,20132659,128689,92558,58414,90594,46189.214487869875,602
2,1,111365,107913,11029595,13841299,113,88,111,104,20132659,20132659,60810,16985,124176,44543,46122.550192025905,603
2,1,116790,111662,13313488,14273478,109,89,116,86,20132659,20132659,52196,94326,60949,42938,46106.27528639826,604
1,1,103819,50359,13502715,10932365,111,86,95,84,20132659,20132659,69287,97186,54545,25909,46031.53820785234,605
3,1,89025,43743,10533122,13955422,112,100,116,102,20132659,20132659,44585,104413,131070,20508,46009.19459030761,606
2,1,108778,104586,15971745,13497406,110,94,117,88,20132659,20132659,112833,101363,126208,68740,45495.75826733818,607
2,3,70238,98783,12900512,14592783,108,91,119,101,20132659,20132659,109700,99758,21696,29111,44807.80458205115,608
2,1,95128,54181,12044540,14152448,112,85,118,103,20132659,20132659,123165,39031,64980,103082,46199.97499610347,609
3,1,114130,92773,10723949,13288879,104,92,115,99,20132659,20132659,118044,97014,93295,105633,45261.353501268764,610
2,1,100460,109408,10257807,13702505,110,89,90,96,20132659,20132659,63495,93898,78673,33744,46068.876435841055,611
1,1,92709,112740,10885510,10684193,107,88,97,97,20132659,20132659,111407,117349,74567,19522,45918.025733688184,612
2,1,105328,116007,10439198,10158102,84,93,120,110,20132659,20132659,103091,110619,122153,47840,45872.952942070726,613
2,1,97062,44621,10106649,14438996,99,90,99,86,20132659,20132659,48102,103105,68220,39877,45893.40677496901,614
3,1,102669,50940,10621856,11350674,113,91,94,88,20132659,20132659,54685,106798,61378,30348,46284.426651011585,615
3,1,78985,50666,10315452,11192355,111,92,94,88,20132659,20132659,51847,109855,61234,32410,45463.18632214414,616
3,1,107413,48680,10447242,12683495,102,91,94,87,20132659,20132659,54425,106256,64801,113242,45634.059646377995,617
3,2,105418,50383,10585806,11393758,103,91,93,88,20132659,20132659,56624,107930,59034,30212,43601.66930104646,618
3,1,120008,48154,10029040,11048000,111,92,95,87,20132659,20132659,54574,108104,63773,36271,46085.859182414366,619
3,1,102999,52072,10793057,13532776,109,93,94,89,20132659,20132659,57195,105972,61320,41790,45978.25235013069,620
3,1,111852,47169,11153145,11134865,113,91,93,88,20132659,20132659,49375,113250,57280,130564,46084.84644716971,621
3,1,108562,53241,13170304,11332937,105,94,80,105,20132659,20132659,51076,104438,58850,121094,44398.05251271694,622
3,1,103427,31527,13026807,10918041,106,90,95,100,20132659,20132659,53652,105783,55720,35343,45417.72288967455,623
3,1,106519,122373,12823723,12963069,111,92,96,86,20132659,20132659,46585,102520,62922,31209,46195.75159853361,624
3,1,110614,50946,10218913,11537587,101,91,92,89,20132659,20132659,58223,111636,59648,43903,46133.025948771196,625
3,1,91140,45741,12264070,10847007,112,90,108,83,20132659,20132659,55967,108063,97283,60297,45967.82156922593,626
3,1,102257,37051,14872502,11300924,114,108,96,114,20132659,20132659,105833,104187,104961,32566,45999.53170299442,627
1,1,87303,40673,10467790,13179466,110,93,94,95,20132659,20132659,108302,90188,67705,38442,46120.44546878024,628
3,3,104423,105278,10635145,11683343,112,91,95,87,20132659,20132659,113712,102004,53557,46702,44739.1233623377,629
1,1,109235,95098,10358128,13877173,108,89,92,80,20132659,20132659,52658,73962,100373,40556,46197.685106401725,630
3,1,100627,119359,10951675,14077951,83,92,102,88,20132659,20132659,115658,105622,110720,34478,46145.51175558074,631
3,1,93218,108505,12569823,13346835,113,90,88,106,20132659,20132659,59183,115025,61128,30017,46186.23906198297,632
1,1,89997,106996,10744705,13618159,89,94,94,107,20132659,20132659,110761,99378,56194,37484,46181.6622321611,633
3,1,107094,101967,10532585,13958111,91,91,119,112,20132659,20132659,56227,110029,116013,16493,45919.15683036269,634
2,1,112914,42441,10857233,11170152,111,93,96,119,20132659,20132659,107241,103085,58715,55399,45376.54719673538,635
2,1,98183,54015,10331632,11008092,104,90,120,102,20132659,20132659,59412,107374,52914,49608,45484.361410715486,636
2,1,95278,111252,10218176,13715457,107,92,93,98,20132659,20132659,113079,101694,65477,44597,46053.42314966553,637
3,1,106079,48857,10646249,13450541,110,100,118,104,20132659,20132659,109744,88460,56978,28059,46224.72027750456,638
1,1,124157,82148,12729369,13794778,102,90,97,88,20132659,20132659,103682,100262,94877,32905,45657.655539372245,639
2,2,102913,114295,11458848,14297801,113,89,91,86,20132659,20132659,54440,104818,61493,41230,44981.7362077804,640
2,1,93251,45614,10085556,14155096,109,93,95,95,20132659,20132659,117836,85791,77291,36310,45865.07743408193,641
3,1,109660,51753,10486003,12819049,112,91,119,94,20132659,20132659,121089,30200,70051,52773,45564.507017772565,642
2,1,88156,97413,10794607,13654481,104,91,98,101,20132659,20132659,106942,92223,108606,109776,45522.817825330516,643
2,1,96825,104094,10382807,14043981,111,92,100,89,20132659,20132659,111616,98357,113280,117693,45965.78131780941,644
1,1,100015,38247,11006250,13319936,106,95,118,85,20132659,20132659,61271,72107,50181,97354,46031.285616375586,645
2,1,115673,117480,10624401,13527136,103,114,104,82,20132659,20132659,116113,103707,63588,39156,46113.1184732101,646
3,1,91193,110274,14614800,13863465,109,82,120,103,20132659,20132659,109167,80167,98855,47287,46151.7318023894,647
2,1,105327,100486,12956770,13103882,112,101,89,87,20132659,20132659,57054,100868,116500,27957,45484.657360736375,648
2,1,94058,26313,15023251,13958702,108,103,117,81,20132659,20132659,100959,107291,93493,57554,45220.02193993202,649
3,1,101719,107510,12472584,13440935,82,99,93,105,20132659,20132659,114431,89234,58812,42950,45240.580685592126,650
2,3,111026,33527,10196845,15404093,114,89,119,102,20132659,20132659,76241,76701,118767,34316,45156.464313475546,651
1,1,51472,70569,10512409,13733267,110,90,118,94,20132659,20132659,105872,64162,56015,30822,46291.70600826988,652
1,1,27514,69229,10582870,13731970,110,90,119,94,20132659,20132659,104873,67118,52147,31033,45549.90959096018,653
1,1,62596,105718,14482279,13827969,111,89,118,95,20132659,20132659,103064,58339,53778,28824,46166.38727423422,654
1,1,53979,71993,10481204,13929165,110,90,120,96,20132659,20132659,107818,83144,55381,24494,46119.91297888963,655
1,1,61468,65327,10356835,14033441,110,90,118,94,20132659,20132659,106204,37036,48501,30431,46121.789426515905,656
1,1,54955,112603,10693782,13785631,111,89,95,96,20132659,20132659,101707,51093,56604,32448,46176.24748850906,657
1,1,47104,115175,10491539,14496801,109,81,119,95,20132659,20132659,104782,71454,54296,27367,46062.906343349154,658
1,1,81087,72995,10293946,14348846,112,87,110,94,20132659,20132659,108871,55497,51145,33305,45234.57940498299,659
1,1,49530,79364,10561846,14185234,101,89,90,95,20132659,20132659,111365,41678,56994,35526,46303.71556521158,660
1,1,58487,86318,10713771,14223418,100,89,92,94,20132659,20132659,44990,44708,56974,35887,45884.39480255223,661
1,1,49956,79341,10618902,14170620,100,87,90,95,20132659,20132659,42830,32819,55588,34532,46084.41604816868,662
1,1,57814,67128,10811608,14340820,101,88,89,97,20132659,20132659,110887,48018,53979,37985,45971.80184016366,663
1,1,50367,75291,10899265,14114979,97,88,91,94,20132659,20132659,112692,98561,56921,36221,46007.680553894956,664
1,2,53320,86059,10562496,14038417,100,89,98,95,20132659,20132659,47745,47987,45809,29910,44877.92142760081,665
1,1,57316,77703,10729819,13925031,98,88,90,96,20132659,20132659,109428,49834,58728,31792,45499.26234487547,666
1,1,53074,82557,10603326,14394378,99,89,91,94,20132659,20132659,111998,69297,52161,34340,45499.6572043496,667
1,1,46254,92027,10739054,14247284,99,90,88,93,20132659,20132659,106574,44299,60302,38147,45909.20509167767,668
1,1,107959,70974,10548722,11584345,110,88,91,95,20132659,20132659,113562,63610,54680,34027,45536.38439737333,669
1,1,41310,82963,10446584,11795446,111,90,96,94,20132659,20132659,109372,39737,59186,29620,45595.26643685883,670
1,1,60341,109139,14345041,14108998,85,90,90,95,20132659,20132659,107236,40815,58040,39874,45916.040165412756,671
1,1,105775,75361,10836249,13648670,101,89,89,93,20132659,20132659,114873,95331,55375,31602,46051.14776417241,672
1,1,112986,76880,11120458,13972006,113,91,93,96,20132659,20132659,104647,60519,80782,36982,45545.06234573733,673
1,1,104738,89074,10644761,14554270,112,87,94,93,20132659,20132659,111497,41898,102521,26629,45834.77945386912,674
1,3,48659,96578,10929247,13844809,115,89,90,100,20132659,20132659,41749,120249,110672,32500,44268.85947344562,675
1,1,50766,79836,10500778,14231622,111,90,117,111,20132659,20132659,99481,99051,114020,40817,45878.04587253303,676
3,1,107929,95126,14189685,11446065,101,91,89,94,20132659,20132659,118225,52570,96406,35745,45522.150825422614,677
1,1,64333,68153,10399952,13645714,109,88,99,93,20132659,20132659,110103,97051,92277,24124,46164.27854831902,678
3,1,51612,90144,10665125,13787483,110,89,117,96,20132659,20132659,102466,101237,106720,30377,45914.130160518136,679
1,1,45958,71676,10767347,14101716,112,91,117,98,20132659,20132659,107997,61779,116680,27623,46147.39028686545,680
3,1,42574,99567,14469882,13942781,113,88,88,94,20132659,20132659,113165,46674,51671,34334,45716.228956962936,681
3,1,101880,103236,12631874,12963858,113,91,95,97,20132659,20132659,105392,93129,60427,38612,45587.60985094889,682
1,1,103565,73090,10505316,12599204,111,89,116,95,20132659,20132659,115775,43309,54743,32748,46111.62293672589,683
3,1,51203,64076,10990759,14443886,110,90,97,90,20132659,20132659,111017,95542,57996,19624,45286.10560161697,684
1,1,47714,83983,10002393,13582396,114,87,91,89,20132659,20132659,95913,102941,76035,28924,46165.37099673212,685
3,2,109663,93706,10391167,13198940,83,91,103,113,20132659,20132659,106656,65856,112332,43481,44785.72427703632,686
1,1,48616,110856,12841771,14295458,111,90,118,88,20132659,20132659,46437,98903,73378,36808,46094.69718616336,687
3,1,39923,21246,10578781,13699261,109,88,92,93,20132659,20132659,117238,26579,30609,41384,45341.474172151065,688
1,1,22778,106026,10855351,13842047,82,89,96,102,20132659,20132659,40079,100580,48540,22460,46255.408617726316,689
1,1,77464,102800,10875508,13856580,82,89,96,102,20132659,20132659,38494,101332,50684,22527,45602.429778815975,690
1,1,36220,56081,10947329,13766239,82,88,97,103,20132659,20132659,40798,100081,46725,18681,45865.90498769234,691
1,1,30471,87993,11043043,13626660,83,88,96,102,20132659,20132659,38517,35332,50487,20222,45551.072093953946,692
1,1,33785,98892,12140933,13752905,83,89,96,101,20132659,20132659,33604,37913,46571,22420,46176.90837509578,693
1,1,19843,105184,11189252,13544755,84,86,95,100,20132659,20132659,37227,103592,41382,25712,46142.846534449236,694
1,1,22406,97519,10861937,13873470,99,87,97,103,20132659,20132659,108784,97632,42929,22014,46124.62974581057,695
1,1,22223,80144,10730555,13417433,82,89,94,102,20132659,20132659,34454,101352,49360,24416,45963.18718559443,696
1,1,30844,70202,10799193,13811290,81,90,96,101,20132659,20132659,113374,104408,40339,23898,45957.84872811504,697
1,3,35702,100972,11056626,15531903,81,89,95,101,20132659,20132659,39773,99889,45375,18319,43533.67335712254,698
1,1,112260,106419,10684465,13986660,87,88,96,103,20132659,20132659,111224,96618,66526,19662,46008.185221627326,699
1,1,23403,56920,10837071,13724132,82,102,98,104,20132659,20132659,102547,103066,48476,26196,45618.69817761398,700
1,1,27670,108839,10573286,13565979,81,87,97,109,20132659,20132659,126293,98295,38488,21661,45565.026759636916,701
3,1,19433,112621,10703503,13300563,83,90,94,87,20132659,20132659,36133,122316,61853,29844,45964.37087950625,702
1,1,25482,102926,10444084,13480567,101,88,95,99,20132659,20132659,108579,105401,44388,27459,46096.36893765132,703
3,1,29762,74094,10313589,12757609,82,89,98,102,20132659,20132659,120623,54004,82911,27569,46261.55627860806,704
3,1,118131,74711,10282910,12647218,84,87,99,102,20132659,20132659,125273,55101,84035,25032,46046.041606400744,705
3,1,29413,68584,10156876,12805159,82,88,98,101,20132659,20132659,119952,62304,83548,27542,45372.52208153265,706
3,1,29417,67373,10276856,12813555,83,89,97,100,20132659,20132659,117817,56846,84534,24577,45553.0509589178,707
3,1,38581,72278,10355078,12701478,81,88,100,101,20132659,20132659,122439,52329,86154,28307,45483.374938459834,708
3,2,25256,65178,10167446,12959254,82,99,98,103,20132659,20132659,119712,50082,78408,29813,44151.0331687702,709
3,1,24201,74522,10429882,12497534,84,86,97,102,20132659,20132659,123333,65327,80925,31231,45651.344353150795,710
3,1,22751,78552,10259075,12764842,80,89,99,101,20132659,20132659,121026,53565,81737,26466,46177.77263994628,711
3,1,116039,69126,10350961,12832006,81,89,98,102,20132659,20132659,122804,59724,83367,32784,46026.739443779625,712
3,1,37213,114255,10509372,12621282,81,87,99,104,20132659,20132659,120948,42112,81284,22352,45977.47113736117,713
3,1,45469,16522,10238766,13055383,83,101,96,103,20132659,20132659,81052,55754,52750,17225,46166.53971971875,714
3,1,19246,77455,10122023,12479573,82,90,98,102,20132659,20132659,116762,111989,79673,30707,45546.10095429214,715
3,1,20346,127087,10465391,11273240,80,98,86,99,20132659,20132659,71855,49711,76362,27929,46037.95496093259,716
3,1,60093,116041,10552337,12840741,82,88,96,100,20132659,20132659,41429,42246,57167,25057,45307.238370742765,717
1,1,31470,55131,10092564,13104740,85,90,100,103,20132659,20132659,63009,94788,78115,34024,46164.96449825931,718
3,3,25276,62049,14251912,12922874,102,89,95,102,20132659,20132659,118490,63434,62600,36320,44790.36340142883,719
1,1,17132,23452,10334801,12544241,100,96,97,104,20132659,20132659,130134,59143,89583,21333,46158.84248088547,720
3,1,40428,110369,14588200,13692575,83,92,94,117,20132659,20132659,99897,52838,55454,31290,45970.41622460521,721
1,1,42464,74493,12290251,13132739,102,91,90,103,20132659,20132659,114239,106492,82697,28910,45544.32051148407,722
3,1,34054,53785,10643555,13015749,81,88,97,101,20132659,20132659,106821,95553,60610,38906,46083.68185666201,723
1,1,64716,57758,11593866,13827219,82,89,93,101,20132659,20132659,125585,78426,79522,35010,46089.22684717156,724
3,1,33446,120538,10402938,12909759,80,87,87,111,20132659,20132659,116274,43977,53122,23955,46160.569690639844,725
1,1,43373,70407,10004557,12705360,116,90,98,114,20132659,20132659,103556,97953,35871,33006,45916.49255826861,726
3,1,100878,107888,10585031,12365535,101,89,106,102,20132659,20132659,67059,68702,58730,18855,45465.10827531821,727
1,1,28331,112368,10227136,13596922,98,91,96,92,20132659,20132659,115009,45624,111049,25887,46050.61687324262,728
3,1,55084,117721,13398450,13236691,109,92,95,112,20132659,20132659,105765,109059,57282,16469,46094.92514513519,729
1,1,113207,58427,10496351,13708047,108,95,101,100,20132659,20132659,118979,38817,64638,28799,45899.30789429479,730
3,2,103228,107296,10640371,13915408,84,116,89,97,20132659,20132659,112250,99565,59740,30978,44241.939669085,731
3,1,100177,104365,14110996,13440352,82,90,99,98,20132659,20132659,42531,102014,115087,37574,46175.027439893696,732
1,1,110070,45827,14442549,13847390,101,88,97,116,20132659,20132659,62693,46150,48085,35154,46286.699607959985,733
3,1,109931,47254,14416009,13583746,100,86,98,117,20132659,20132659,61825,40144,91492,34813,45058.9811972423,734
1,1,114893,43933,14532492,11042582,100,97,92,116,20132659,20132659,64545,48190,88068,35925,45823.66269935782,735
3,1,112619,44139,14706085,13954490,101,87,100,118,20132659,20132659,60599,42037,74628,37662,45562.452915964874,736
1,1,108315,48310,14353714,13725655,101,88,92,115,20132659,20132659,68354,48497,55455,34129,45929.13803147571,737
3,1,110452,45672,14320143,13298722,102,87,97,109,20132659,20132659,63841,45318,70522,39569,45956.76607904561,738
1,1,110639,49543,14525425,13415718,102,88,93,118,20132659,20132659,66228,43067,62109,32501,45905.00956558665,739
3,1,107671,42222,14465324,12666098,99,91,99,115,20132659,20132659,61852,47184,108497,36404,45885.0724601215,740
1,1,114399,45877,14384057,13984986,100,92,98,116,20132659,20132659,64007,49046,114103,32830,46152.976012975596,741
3,3,104947,51748,14085290,13668592,101,94,114,119,20132659,20132659,73688,50513,52997,35409,44434.34014914194,742
1,1,107656,62657,14267059,13839896,101,88,91,116,20132659,20132659,70764,45302,56616,40387,46055.85047537635,743
3,1,111138,46207,14225278,15795528,100,86,105,117,20132659,20132659,60602,44074,85300,31238,46157.4201699029,744
1,1,106167,50894,14586930,13509267,102,87,99,90,20132659,20132659,59356,46842,59391,38536,45885.448945198,745
3,1,104158,43330,14709763,15209479,109,100,112,110,20132659,20132659,68112,41163,64316,33927,45505.6302897546,746
2,1,98664,49209,10364911,13192861,110,102,89,115,20132659,20132659,65729,48003,112316,41268,45501.43415679825,747
1,1,116640,54950,10187547,13062603,102,95,98,114,20132659,20132659,103777,44935,82690,37268,45621.03027095993,748
3,1,109504,59838,14424066,12906573,109,90,90,120,20132659,20132659,121358,75243,79179,32181,46134.167662556436,749
2,1,112290,53453,11791973,13609102,103,91,98,92,20132659,20132659,97203,45601,117360,29801,46216.850848514696,750
2,1,102280,71052,10395070,13807158,95,92,110,95,20132659,20132659,100823,50536,57569,35471,46271.431668259866,751
2,1,103096,73535,10330094,13777893,95,93,107,94,20132659,20132659,98633,51797,62233,34682,45970.99565367739,752
3,1,101579,72920,10450897,13877646,94,93,108,96,20132659,20132659,101895,54171,59645,38712,46158.48689492222,753
1,2,104727,67758,10280561,13735727,99,92,109,95,20132659,20132659,100371,50338,109583,36332,44819.94246707672,754
2,1,101974,69706,10162792,13617508,88,110,112,119,20132659,20132659,100743,52343,58422,39868,46294.00522839314,755
2,1,100718,71065,10065662,13680563,97,93,111,116,20132659,20132659,97196,52483,90864,40439,46122.80378610643,756
3,1,102741,64521,10151938,13812261,101,108,113,119,20132659,20132659,94400,49808,57939,39564,46152.1888515441,757
1,1,99843,68786,10012894,13888084,86,92,112,120,20132659,20132659,101506,51177,114712,41837,46141.17141016848,758
2,1,102064,70699,10229307,13622889,90,111,110,117,20132659,20132659,100475,55025,75636,37640,46146.32407466493,759
3,1,103630,70516,10216635,13773470,87,110,111,119,20132659,20132659,97254,57155,54402,43041,46064.8034507659,760
2,1,98745,72711,10131879,13957853,90,115,110,118,20132659,20132659,99203,52860,56166,38539,46177.64554014516,761
1,1,101687,74093,10362667,13548684,97,89,111,95,20132659,20132659,101636,47477,67264,36367,46088.61911187493,762
2,1,105935,71284,10114052,13619632,88,107,111,97,20132659,20132659,104137,50998,87185,40351,45979.462022281,763
3,3,98263,65401,10291643,10001803,108,119,112,96,20132659,20132659,99946,54769,93559,42874,45180.59077365885,764
2,1,104382,68234,10266493,13754374,98,94,110,118,20132659,20132659,95993,48628,61282,37897,46135.334806169194,765
1,1,99516,75570,10422290,13889731,96,92,109,119,20132659,20132659,103435,53648,57528,34750,46272.197378429824,766
1,1,99333,77755,10440370,14027482,93,92,110,95,20132659,20132659,98921,55393,50995,34723,46217.76753729164,767
1,1,44027,75345,10452045,13983365,99,93,109,116,20132659,20132659,102510,57474,43889,34219,45919.6092846355,768
1,1,97321,76565,10511045,13890338,88,92,111,117,20132659,20132659,101176,53405,52459,32800,46111.54689508954,769
1,1,100237,74929,10429178,13884610,86,91,109,118,20132659,20132659,103197,47218,55129,35108,45972.35610977543,770
1,1,102332,72618,10383173,11389427,92,93,109,118,20132659,20132659,97101,52081,57930,36794,45710.72353174207,771
1,1,96906,75518,10533059,11221200,96,109,112,120,20132659,20132659,104558,51003,54178,40191,46141.57748973468,772
1,1,106521,78258,10542007,12729862,92,92,111,120,20132659,20132659,99845,54783,56905,32610,46147.61876731854,773
1,1,100539,69592,10337414,12569790,89,91,108,117,20132659,20132659,102944,48888,50395,36797,46142.49119489279,774
1,1,103960,76467,10378757,14000309,91,94,111,119,20132659,20132659,104851,53852,32963,28680,45551.2452377746,775
1,1,98070,73116,10556532,13787297,95,92,110,119,20132659,20132659,94176,50717,80907,30514,46050.54103268045,776
1,2,106676,66258,10456429,10905722,90,91,109,119,20132659,20132659,103308,51790,118566,33712,44726.552252907444,777
1,1,101181,80593,10603962,13877672,98,106,113,118,20132659,20132659,100725,56525,46748,41615,45968.57726386232,778
1,1,95971,70559,10319787,14023475,93,90,111,119,20132659,20132659,98915,47174,112749,35515,45375.76175232515,779
1,1,58526,67620,10444188,11810880,94,112,112,94,20132659,20132659,62953,49882,38544,127546,46075.88567988588,780
2,1,104154,75307,11962836,11100012,102,92,110,119,20132659,20132659,59201,53045,57852,39797,46174.239526093326,781
1,1,80149,71920,10636125,13710655,100,118,113,120,20132659,20132659,105420,45327,55511,32360,46004.77892927634,782
2,1,98964,73807,12360512,12372139,100,93,108,120,20132659,20132659,90119,49707,116754,38427,45417.944201916536,783
2,1,130957,76185,10237372,13830995,96,91,110,96,20132659,20132659,62103,60148,59992,27931,46173.34997831309,784
1,1,121786,69216,10515505,14079145,86,90,112,93,20132659,20132659,102515,56578,53273,31078,46185.247338539535,785
2,1,107795,66127,10338675,13682170,91,113,114,120,20132659,20132659,105972,58797,77576,43062,46166.53971971875,786
2,3,102533,70748,10623715,13923577,102,87,110,117,20132659,20132659,128262,53558,111083,34157,43526.98705907992,787
1,1,104619,79908,10423087,12885166,92,88,109,95,20132659,20132659,97962,42825,88596,36252,45336.49966843197,788
2,1,95667,72321,10531656,11551507,95,93,113,97,20132659,20132659,65281,52011,114839,39275,45643.420570806105,789
1,1,100149,62704,10328613,13781245,97,89,105,94,20132659,20132659,77431,47019,47972,29769,45130.95528873002,790
2,1,106197,69659,13227425,14050883,101,91,111,96,20132659,20132659,124229,37519,91749,32536,46195.191929093206,791
2,1,108785,73731,10216963,13658956,87,94,91,119,20132659,20132659,58269,50140,55969,27190,46087.47965139118,792
1,1,102320,58315,10626800,11674937,94,106,102,93,20132659,20132659,95428,47775,58015,37504,45860.56403093231,793
2,1,39764,78400,10704304,12774352,101,90,90,95,20132659,20132659,106317,45466,94762,41948,46007.98335320579,794
2,1,98128,67338,10432563,13530491,99,89,107,115,20132659,20132659,101216,48883,105949,44421,46240.441688789324,795
1,1,106123,66390,10211147,13904709,103,92,120,94,20132659,20132659,69757,53347,84243,30241,46087.50497212315,796
2,1,95607,76993,10507316,13747258,88,86,100,92,20132659,20132659,61883,57044,52664,112491,45468.23795704787,797
1,1,63188,63397,10333387,10805118,103,88,103,118,20132659,20132659,63604,41627,58812,35075,46207.73686634219,798
2,2,101678,57351,12172850,12535160,93,90,114,93,20132659,20132659,103770,91583,82125,27114,44793.376955830354,799
2,1,108562,71883,12437121,13017158,101,91,112,95,20132659,20132659,67703,55334,89991,38973,45730.68389347725,800
1,1,103585,59911,10723019,13500141,100,92,109,96,20132659,20132659,86092,46263,60056,33239,45317.861117413806,801
2,1,97913,61356,10608770,13347358,102,88,119,118,20132659,20132659,92541,52096,41498,35292,46241.58872554343,802
2,1,105092,75223,10405754,12265577,85,87,115,99,20132659,20132659,98436,80416,119393,30791,46226.19768588192,803
1,1,67178,55225,10156939,13852728,108,90,118,94,20132659,20132659,60465,50946,55593,40529,46186.951094823395,804
2,1,32015,64350,10540236,14026949,98,93,88,94,20132659,20132659,108000,60665,109144,37467,46172.714608025475,805
1,1,100252,71693,10320426,10999124,80,94,101,116,20132659,20132659,65507,92317,113818,121752,46069.7113602376,806
2,1,95268,67811,10657638,13621033,110,89,90,93,20132659,20132659,101690,93530,116079,28171,45591.17764868098,807
2,1,108225,55563,10467679,13774603,109,89,92,95,20132659,20132659,107460,64211,86519,44468,46089.12555684243,808
1,3,99445,69427,10284975,13926265,110,91,110,90,20132659,20132659,104826,48100,53814,32987,44009.48328280234,809
