-o cc_algo (Client),-o cc_algo (Server),-o cfcw (Client),-o cfcw (Server),-o init_max_data (Client),-o init_max_data (Server),-o init_max_streams_bidi (Client),-o init_max_streams_bidi (Server),-o init_max_streams_uni (Client),-o init_max_streams_uni (Server),-o max_cfcw (Client),-o max_cfcw (Server),-o max_sfcw (Client),-o max_sfcw (Server),-o sfcw (Client),-o sfcw (Server),Goodput (kbps),Test Number
2,1,107139,97613,10335015,12660544,103,90,118,120,20132659,20132659,105660,101628,51375,39270,46038.66242901653,1217
2,1,95735,74397,10909756,13626482,111,94,90,91,20132659,20132659,109619,104417,55709,32695,46083.783123065215,1218
1,1,52714,101768,10596519,14123455,99,91,97,94,20132659,20132659,100491,99083,64949,42994,45552.43254514729,1219
2,1,128360,71728,10426386,13891243,96,92,120,101,20132659,20132659,116293,92995,105977,37323,46060.88293432901,1220
2,2,45230,16481,10685982,11518572,113,90,100,88,20132659,20132659,104188,95648,61832,29678,44565.236216352045,1221
1,1,100773,95581,10235224,13414133,93,93,92,118,20132659,20132659,107995,100496,57741,35031,46175.332446003325,1222
2,1,96748,24777,11069256,13716425,104,91,91,93,20132659,20132659,113441,102975,66899,39756,45613.04260116874,1223
1,1,49116,47894,10547290,13519360,91,89,118,119,20132659,20132659,118715,115149,59464,42152,46025.93132932766,1224
2,1,104075,50680,12810019,13238422,113,92,119,105,20132659,20132659,111161,97608,24018,26207,45928.232756260746,1225
2,1,111698,69385,12210206,13803221,97,108,120,91,20132659,20132659,108202,106036,55506,32625,45988.46095649943,1226
1,1,99112,98773,14963596,13978117,115,90,110,96,20132659,20132659,104543,110684,64814,69524,45295.422135372086,1227
2,1,109620,40547,10376180,13561493,111,94,93,95,20132659,20132659,72298,99914,70487,36647,45825.31484866396,1228
1,1,102584,66003,12028100,11902068,95,93,118,92,20132659,20132659,102426,94170,61594,39392,46157.72494344878,1229
2,1,107146,91106,10011050,12381267,112,91,107,88,20132659,20132659,114906,102763,54024,28279,46229.66232417827,1230
2,1,97892,20052,10194870,13343842,87,95,89,89,20132659,20132659,121616,38155,45480,34560,45497.7076523138,1231
1,3,43312,38557,10796130,11318247,103,89,88,94,20132659,20132659,110253,107934,73363,30989,44802.5396947474,1232
2,1,101064,129345,10704846,14357646,118,90,119,93,20132659,20132659,106249,44114,63590,42577,46004.980769578804,1233
2,1,104808,100879,10468617,13718771,102,89,108,89,20132659,20132659,95666,41018,68501,36913,46027.95166866667,1234
1,1,96359,73961,11707387,13861779,98,92,111,104,20132659,20132659,48027,97474,119497,40294,46148.43116058633,1235
2,1,46979,23364,10287419,13636470,114,91,104,91,20132659,20132659,117771,104505,59667,32838,46042.55389217449,1236
1,1,103084,44507,10924150,10750542,104,90,90,90,20132659,20132659,112834,100745,55937,87081,46124.12252027956,1237
2,1,106512,121751,10560595,13472657,99,92,102,117,20132659,20132659,98818,95447,99540,38339,46051.62810460889,1238
3,1,99552,50572,10121374,14228039,94,89,118,92,20132659,20132659,109304,99240,65976,23648,46085.12494492491,1239
2,1,41682,48553,14728018,14012350,113,93,82,95,20132659,20132659,67063,92898,40636,35434,45626.712645428684,1240
1,1,108681,46192,10409482,13831613,96,90,92,94,20132659,20132659,101746,106802,57688,30172,45869.817463607,1241
2,2,101617,75586,12406814,13143510,114,84,119,96,20132659,20132659,106732,77898,61778,40717,44716.94381734975,1242
3,1,95855,72284,15731657,13580255,111,94,120,93,20132659,20132659,111732,118927,34808,37213,46076.67024062714,1243
1,1,105059,28986,15233391,13736022,102,91,91,90,20132659,20132659,104514,96825,52688,33996,45425.642291955024,1244
2,1,111203,95142,10679096,14105365,113,88,109,103,20132659,20132659,116982,101652,49354,26239,45433.78592315487,1245
2,1,51515,50537,15877281,14499227,100,93,118,88,20132659,20132659,40221,75450,64062,31094,46062.223422930714,1246
3,1,103215,34852,13993434,13387779,105,91,117,92,20132659,20132659,113387,104508,59496,37483,46054.055241096474,1247
1,1,44674,19523,10542258,13944926,97,89,110,101,20132659,20132659,107738,60715,66914,42808,45219.55879086877,1248
2,1,99223,67649,10276378,13559325,103,92,99,87,20132659,20132659,69220,109711,69445,27867,45592.813075949365,1249
2,1,108160,88368,10412812,13252994,112,90,97,89,20132659,20132659,100242,98079,117635,39513,45943.92924665742,1250
3,1,100807,51716,10791526,12256112,102,96,93,96,20132659,20132659,97230,93457,57006,34040,45441.637080461835,1251
1,1,48008,48021,10097804,13646637,114,88,119,120,20132659,20132659,115479,42988,61114,35537,45277.55048286076,1252
2,1,98383,21129,10665726,13782772,95,86,91,91,20132659,20132659,110081,100456,121607,31764,45564.38327145724,1253
1,3,104687,42298,11563252,13501370,99,89,89,95,20132659,20132659,103582,103162,75262,41111,44876.480928877965,1254
3,1,106817,70597,10562512,13921124,89,91,120,94,20132659,20132659,111991,95170,63140,38765,46159.401269896814,1255
2,1,95082,52623,10958824,12538364,112,94,90,109,20132659,20132659,106747,98803,107128,29453,46197.71054837356,1256
2,1,101971,101897,10327809,13395644,104,92,119,119,20132659,20132659,109329,106888,59202,36282,45568.59102329055,1257
1,1,98595,99801,10460881,13747505,100,87,120,90,20132659,20132659,99941,96878,52428,32733,46260.025587859,1258
3,1,96739,72964,15550471,14096365,115,113,96,93,20132659,20132659,93055,58012,55400,42865,45512.88895833605,1259
2,1,110699,26327,10160755,13631739,113,90,117,106,20132659,20132659,119551,102693,68216,37988,45905.26077310939,1260
1,1,40931,65493,12649710,13878066,116,88,92,91,20132659,20132659,124296,92393,102288,34619,46203.232119163535,1261
2,1,104726,16563,10759366,14302651,98,93,111,118,20132659,20132659,115218,79696,64097,40664,46119.836909909,1262
3,1,100831,75928,10593894,13285113,114,89,118,97,20132659,20132659,104864,38604,61309,32404,46191.73245537959,1263
2,2,46679,47233,10289182,13512041,101,91,87,88,20132659,20132659,102268,112119,65662,28979,44186.52229656342,1264
1,1,103034,44848,10851633,13747780,111,92,93,93,20132659,20132659,110621,100647,63691,36261,45237.48226466539,1265
2,1,107414,22611,10472416,13657497,102,85,118,92,20132659,20132659,112921,105743,70804,38560,45573.36900127235,1266
3,1,50044,53206,10224655,13440317,112,91,101,95,20132659,20132659,107773,62889,56615,25769,45376.96447513833,1267
2,1,99254,32612,10375583,11113802,101,95,119,89,20132659,20132659,97207,43929,57917,43997,45932.684036373335,1268
1,1,109397,68433,10014542,14009269,103,88,97,87,20132659,20132659,114112,108965,59900,34731,46133.99005892271,1269
2,1,44023,96882,12782749,12714843,110,90,89,94,20132659,20132659,105600,98536,54313,41007,45249.951721779355,1270
3,1,103000,50398,11166230,13843198,113,89,95,104,20132659,20132659,116923,104442,119225,32055,45618.84702751235,1271
1,1,106111,93347,10661839,13151572,100,93,117,88,20132659,20132659,121853,95456,66572,37580,45701.16069701749,1272
2,1,95039,38029,10550730,14174037,96,87,88,96,20132659,20132659,103032,66977,71990,35457,46114.08175146048,1273
3,1,100966,19468,10410493,13686503,111,90,110,101,20132659,20132659,110716,101186,50713,29386,46189.13819010948,1274
2,3,104709,77043,10774135,13353640,105,86,120,90,20132659,20132659,108136,40884,62177,39013,45155.710776780186,1275
1,1,98255,71516,11044888,13544272,102,92,91,94,20132659,20132659,100308,124697,117265,33484,45593.63083358335,1276
2,1,96820,49085,10207041,13645076,103,88,90,92,20132659,20132659,112362,97833,123671,23982,45809.87440332158,1277
3,1,112458,54197,12503848,13936194,86,91,119,91,20132659,20132659,94749,94993,48044,36579,46077.910407261195,1278
1,1,108717,69439,10624994,10987840,98,94,99,95,20132659,20132659,117718,46153,109524,42188,46113.72685479132,1279
2,1,54111,99479,10002942,13755243,94,89,92,117,20132659,20132659,109141,102779,58735,27779,45293.56341314206,1280
2,1,102278,41859,10338971,13432157,88,109,120,90,20132659,20132659,65260,91885,56965,30974,46183.79797319133,1281
1,1,45290,27588,10473609,12438978,97,92,106,92,20132659,20132659,106375,55614,43192,72760,46046.85042719795,1282
3,1,48967,89932,12320657,11667033,113,90,93,107,20132659,20132659,114435,99810,60944,39601,45969.86200176895,1283
2,1,99755,74611,10711586,13822802,101,103,117,89,20132659,20132659,45208,36035,68515,43854,46091.48067215717,1284
2,1,106523,50879,10200002,14040296,100,117,119,93,20132659,20132659,103906,106665,53648,34977,45874.6086476229,1285
1,2,42325,102721,10887643,13559109,115,88,96,119,20132659,20132659,97741,97690,63978,37538,43793.49013203919,1286
3,1,103439,46972,10500334,13306765,104,94,118,96,20132659,20132659,102536,113827,66144,33213,45905.00956558665,1287
2,1,95143,52790,10609696,13031074,99,93,100,101,20132659,20132659,50218,109912,112848,40507,45463.38343806822,1288
1,1,110654,62731,10325458,12083232,112,91,108,97,20132659,20132659,111880,104173,59628,30204,46052.007327821186,1289
2,1,101480,30192,14832355,13927648,114,90,98,116,20132659,20132659,109188,95859,55248,36592,46180.823245085245,1290
3,1,97043,57096,10100433,13692081,109,87,109,88,20132659,20132659,115256,81636,61623,78042,46192.520966294236,1291
2,1,105573,18743,13891023,10855964,111,89,90,94,20132659,20132659,70637,43286,57823,33559,46171.16437790682,1292
1,1,100491,24752,10707674,13449820,102,83,111,103,20132659,20132659,120083,101666,115869,22961,46196.184079662264,1293
2,1,46037,55607,10440445,13806831,96,92,120,118,20132659,20132659,99706,99575,64731,27130,45872.651917538016,1294
3,1,108462,22394,10840065,13575259,110,97,118,89,20132659,20132659,111148,93047,121640,39429,46018.659576020465,1295
1,1,56854,72498,10283157,14104615,85,91,93,93,20132659,20132659,66858,104910,72236,42055,45310.59109615271,1296
2,3,51221,98153,10571468,13181180,101,86,89,90,20132659,20132659,106436,46987,51878,32075,44809.79120193499,1297
3,1,98212,44901,10380643,13642905,113,89,91,91,20132659,20132659,105033,57006,68740,35413,45467.32611553002,1298
2,1,103860,67190,10972272,13804987,95,90,94,95,20132659,20132659,113102,107598,62545,37694,46142.18662248603,1299
1,1,94070,49629,12147679,12596990,105,89,117,87,20132659,20132659,62232,96481,99152,44729,45834.203453489135,1300
2,1,105595,94858,10151459,14232202,90,107,103,120,20132659,20132659,118073,101259,59514,39623,45894.7626425764,1301
3,1,40558,69908,11932876,11260525,115,93,92,95,20132659,20132659,101381,117178,55781,93909,46004.42571300869,1302
2,1,100786,52716,15125105,14446669,103,87,118,97,20132659,20132659,109186,40837,66368,30875,45619.26877416619,1303
1,1,102848,64444,13449086,13939465,112,95,119,93,20132659,20132659,115413,64674,38712,34510,46173.248317891994,1304
2,1,43556,48509,10545173,12307270,99,88,110,92,20132659,20132659,107756,103174,75579,37699,46047.73510748084,1305
3,1,111839,76194,10778859,13439006,93,92,119,94,20132659,20132659,112090,98995,57196,28623,45449.663324108245,1306
1,1,48049,34963,10291644,13528447,101,91,98,89,20132659,20132659,98821,45047,62853,42451,46024.56770053499,1307
2,1,96785,54330,12970898,13260097,109,90,120,91,20132659,20132659,103629,91447,111660,36047,45549.66225755305,1308
2,2,107335,102211,10645153,13712712,114,120,94,102,20132659,20132659,106697,60474,119660,33062,44843.63865746123,1309
1,1,98760,60020,10470336,14016776,100,93,96,96,20132659,20132659,110422,98241,59487,39339,45232.53055185296,1310
3,1,109618,73674,14611244,11822215,111,88,117,90,20132659,20132659,95420,111253,108415,30853,45933.086454499804,1311
2,1,104154,93065,10150234,13877328,97,92,90,88,20132659,20132659,114360,95278,70290,25976,45893.381667065136,1312
1,1,100246,44342,10409642,13367238,105,90,95,119,20132659,20132659,63088,76762,53473,41251,45830.672637116004,1313
2,1,94522,39916,10730426,13583349,116,86,91,92,20132659,20132659,101615,108233,116692,35759,46064.29754017566,1314
3,1,106428,18729,10562583,13678311,102,87,119,87,20132659,20132659,117479,54778,64833,38112,45909.883482287005,1315
2,1,102774,51371,10194322,14309668,104,91,118,94,20132659,20132659,108992,74312,60194,44798,45470.65328158539,1316
1,1,97169,20577,10333281,13823594,113,89,120,91,20132659,20132659,122747,128538,67445,33687,45931.17503119622,1317
3,3,100905,96800,10849718,13483040,98,85,117,95,20132659,20132659,104185,106246,57002,28169,43895.35160569049,1318
2,1,46764,16845,12726115,14148022,95,88,92,102,20132659,20132659,43034,102870,104062,40881,46251.9146176995,1319
2,1,104727,79098,10476606,13741589,113,94,88,93,20132659,20132659,112914,100451,62226,36431,46037.52543734675,1320
1,1,108237,70944,12887247,13347292,112,90,119,89,20132659,20132659,39152,93563,113811,31693,45645.40746782662,1321
3,1,112163,46488,11284411,13608054,103,91,112,90,20132659,20132659,105528,48234,51175,84249,45493.537652556086,1322
2,1,52490,100677,10710973,13924119,94,89,97,96,20132659,20132659,115811,96685,57727,38375,45889.61579258609,1323
1,1,99532,86756,10293098,13517233,104,92,118,92,20132659,20132659,58781,58657,54299,34197,46175.459533071575,1324
2,1,102061,24439,10622482,14028788,92,87,91,97,20132659,20132659,73488,122527,60976,29747,46140.20699984434,1325
3,1,49810,16556,10112914,13772170,110,93,93,117,20132659,20132659,97966,104865,66015,25235,46019.66940434961,1326
2,1,43656,56180,11008950,12686900,114,90,111,103,20132659,20132659,110465,100366,63250,43348,45977.64753792415,1327
1,1,97677,122879,10003489,12472254,100,88,120,95,20132659,20132659,120213,97910,69177,23021,46274.54571431566,1328
1,1,94695,122674,10213782,12486072,101,88,120,101,20132659,20132659,119246,94448,66885,22223,45995.11789644062,1329
1,1,93095,118354,10075123,12326138,99,88,119,98,20132659,20132659,126877,98350,73574,24120,45621.97309977969,1330
1,1,95846,121465,10891702,12887269,100,87,120,105,20132659,20132659,117924,37391,71384,26369,46303.12771848326,1331
1,2,93220,126464,10941592,12317640,99,86,120,108,20132659,20132659,124838,36799,76517,23411,44421.5633371796,1332
1,1,94292,126553,10071058,12553022,100,86,120,105,20132659,20132659,121563,96891,72953,22311,45474.671175495765,1333
1,1,92552,51738,10953921,12811584,100,87,120,107,20132659,20132659,121339,39167,71401,24805,45288.08596122502,1334
1,1,95284,122565,11064547,12336090,99,87,120,103,20132659,20132659,124326,31231,72364,21797,46162.32243266831,1335
1,1,95948,124599,10908809,12664008,100,86,120,105,20132659,20132659,116386,38531,70285,25199,45899.53392478231,1336
1,1,92280,127796,10006584,12604009,100,87,120,104,20132659,20132659,121272,36366,76071,22419,46237.332230949425,1337
1,1,96265,123988,11118261,12710204,100,85,120,107,20132659,20132659,122993,30984,74488,24014,45143.48754984636,1338
1,1,94883,121973,10053810,12684950,100,87,119,104,20132659,20132659,119760,32639,70629,22115,46271.22748316115,1339
1,1,93448,123979,10861670,12449566,101,88,120,109,20132659,20132659,118559,37601,73148,26150,46208.1950254325,1340
1,3,97448,124763,10000011,12875953,101,88,119,106,20132659,20132659,119853,28815,70735,26375,45030.27030160794,1341
1,1,96929,128490,11033297,12840388,99,84,120,105,20132659,20132659,123528,34860,70506,24313,45458.702396596804,1342
1,1,91130,130450,10023690,12485909,100,86,120,105,20132659,20132659,121150,42374,74029,26130,45218.5593962671,1343
1,1,97049,124050,10841919,12574373,101,87,119,106,20132659,20132659,125718,36836,69176,22189,45346.00853770803,1344
1,1,94154,120431,10803407,12860464,100,88,119,109,20132659,20132659,118716,35504,68994,26149,46137.973783342146,1345
1,1,40941,125576,10016946,12997480,99,86,120,108,20132659,20132659,119166,94656,71139,27272,46060.75647716759,1346
1,1,98392,121109,11182452,12423536,101,87,119,106,20132659,20132659,121419,38453,69770,24378,45419.4688559704,1347
1,1,96036,127733,11409700,12582580,102,85,119,101,20132659,20132659,116647,98418,72591,22508,46158.10591604104,1348
1,1,44467,120668,10001300,12716182,101,88,120,103,20132659,20132659,117454,34194,66022,21236,46144.39486353515,1349
1,1,46772,122757,10924381,12753698,99,87,118,100,20132659,20132659,122761,35673,75498,27421,45608.18191060944,1350
1,1,91536,119139,10764476,12184562,100,88,119,88,20132659,20132659,120706,40358,68294,27492,46035.580048523734,1351
1,2,95315,125882,10114150,13048039,102,86,120,93,20132659,20132659,117652,40102,73577,24207,43882.67623073668,1352
3,1,98778,122344,11057168,12459621,101,87,118,104,20132659,20132659,118299,39309,67519,20315,45493.85839463008,1353
1,1,97580,128511,12521865,12432929,99,88,119,94,20132659,20132659,116574,35715,69345,26221,46069.610155668626,1354
3,1,110961,120726,10776829,12607805,100,89,118,102,20132659,20132659,120518,38620,68335,28509,46065.96708729659,1355
1,1,41533,119439,10129894,12922595,101,88,120,107,20132659,20132659,126390,100890,72945,27332,46169.86836376885,1356
1,1,49763,120388,10911014,12776047,102,85,119,96,20132659,20132659,116580,32233,71613,25286,45460.008063851834,1357
3,1,114441,121548,11199436,12376623,102,89,120,102,20132659,20132659,119380,96326,71461,22863,46088.56846799033,1358
1,1,93451,117042,10732793,12284300,101,86,118,91,20132659,20132659,117827,33129,68359,28435,46168.775702498264,1359
3,1,45126,125318,14902032,12583232,100,87,120,89,20132659,20132659,114689,92544,69206,29232,45907.37102485101,1360
1,1,109791,122199,14094465,12976645,101,96,119,105,20132659,20132659,124360,99554,67134,25157,46172.841680684105,1361
3,1,99234,120785,10004395,12491955,99,89,119,110,20132659,20132659,115646,102293,70359,20972,45465.37933307101,1362
1,3,97090,117665,12640676,13073403,100,88,118,100,20132659,20132659,122661,41490,67269,29347,44280.77721172733,1363
3,1,94962,124009,12267493,12695726,102,88,120,95,20132659,20132659,113977,97362,77714,26758,45525.18953886564,1364
1,1,48056,118568,10841855,12605965,100,89,117,94,20132659,20132659,112865,94294,65596,23861,45490.89787035817,1365
1,1,89008,55071,10693551,12239541,103,87,120,103,20132659,20132659,120844,100317,69298,26545,45687.74461160062,1366
3,1,107765,123810,14730116,12807769,111,86,118,87,20132659,20132659,16471,90929,72679,29469,45869.942874515866,1367
1,1,52677,128127,10145125,13131166,115,87,119,92,20132659,20132659,115169,102468,74758,27714,45280.752163067984,1368
3,1,98811,118284,11036857,12451135,103,89,119,90,20132659,20132659,128876,95673,66721,20393,46128.7894160028,1369
1,1,100392,126802,13694354,12171942,99,89,117,99,20132659,20132659,117000,33795,68778,23413,46240.18679946068,1370
3,1,38528,48658,12428820,12487321,109,88,118,93,20132659,20132659,119194,98138,65522,66055,45924.033751827825,1371
1,1,42574,36180,10199011,13127920,106,84,120,97,20132659,20132659,113692,98196,20015,29457,46147.08564978067,1372
3,1,112671,41954,10845266,12927033,101,88,119,89,20132659,20132659,113829,103909,118242,28058,46134.47212910996,1373
1,1,92517,122861,11777292,12686117,102,86,89,108,20132659,20132659,115246,38123,71352,24735,46106.50335990256,1374
1,2,96706,119904,10688370,12364113,91,85,118,90,20132659,20132659,48329,41348,111193,81173,44958.37578469136,1375
3,1,105778,50239,13099085,13314199,112,89,120,88,20132659,20132659,118536,100468,65654,91033,45147.78801022372,1376
1,1,46178,58616,10123113,13258817,99,112,119,91,20132659,20132659,123068,93108,74833,46304,46144.87715119493,1377
3,1,109880,22488,10766175,13201847,114,98,117,86,20132659,20132659,112594,95286,67444,30510,45525.041299529585,1378
1,1,101346,46619,14558242,13014185,104,87,120,104,20132659,20132659,111948,101583,124416,30872,45141.08256484794,1379
3,1,97686,130298,15049230,12109594,101,88,118,101,20132659,20132659,119810,105232,64940,42599,45289.87087815381,1380
1,1,50505,102944,10687042,12836870,102,89,99,98,20132659,20132659,68523,97089,115472,26386,45928.03158883703,1381
1,1,94965,27251,10911821,12543574,113,87,119,106,20132659,20132659,60524,99725,119988,28363,46054.23222980648,1382
3,1,104327,52981,15326708,14615323,105,89,95,95,20132659,20132659,116113,91152,69538,20486,45621.57611447423,1383
2,1,54942,99370,10122337,13336014,116,97,92,94,20132659,20132659,64480,107707,106229,22794,45370.26440271683,1384
1,3,39789,44038,10967798,13153842,100,87,117,96,20132659,20132659,114002,103368,67715,41655,43951.16890737811,1385
2,1,99377,19569,10003333,12432307,110,88,90,92,20132659,20132659,111050,96636,64647,99124,45720.315288162084,1386
3,1,108587,125264,13353562,13416298,115,89,120,89,20132659,20132659,117238,99304,122157,31111,46175.027439893696,1387
2,1,43844,48394,10646526,11130727,100,96,93,100,20132659,20132659,110695,69047,71897,40331,46317.24016078449,1388
2,1,42454,45507,10718373,10978722,101,97,93,100,20132659,20132659,110831,75821,76902,45058,46144.97868672372,1389
2,1,44528,48128,10615960,10976741,113,95,94,99,20132659,20132659,110197,112329,74551,44600,45450.943846037146,1390
2,1,124124,48820,10753912,11188922,110,95,93,99,20132659,20132659,109195,41400,70900,41499,46073.25380030109,1391
2,1,40749,43348,10842734,10757385,112,95,93,100,20132659,20132659,109992,68079,72919,42337,45522.027309066085,1392
2,1,43491,50058,10623930,11464922,103,95,94,101,20132659,20132659,112095,73557,97872,39372,46140.892234612846,1393
2,1,45999,46418,10626594,11058273,106,94,92,100,20132659,20132659,111483,70303,73630,40058,45568.61577707111,1394
2,1,39114,47348,10829785,11126009,111,97,93,101,20132659,20132659,108100,64468,78416,43726,46119.608704472696,1395
2,2,43093,49700,10635487,10897586,102,96,94,99,20132659,20132659,112760,64125,76755,41314,44720.56735773808,1396
2,1,44435,52225,10790317,13254121,117,95,92,100,20132659,20132659,109405,68959,45078,45364,46151.427107982,1397
2,1,47306,51069,10575710,11222848,87,96,95,102,20132659,20132659,108184,109987,72852,39995,46077.96102772552,1398
2,1,47859,46448,10698326,11291629,99,95,94,101,20132659,20132659,112210,66672,110269,43189,46094.773172236775,1399
2,1,41937,43673,10929048,11047945,100,94,93,100,20132659,20132659,114790,75224,113765,39429,45580.748365558495,1400
2,1,45319,48126,10552250,11143124,109,98,91,102,20132659,20132659,113677,67407,116059,41087,46173.832871426646,1401
2,1,48550,51800,11072216,11374822,114,99,92,101,20132659,20132659,109226,64106,76815,47372,46038.788764891,1402
2,1,40329,54314,10794166,11112191,105,95,93,98,20132659,20132659,52922,80784,71541,38457,45162.007227120215,1403
2,1,41929,42073,10668812,11045745,84,90,92,99,20132659,20132659,112035,119615,63300,42871,45343.23879041569,1404
2,1,45556,49123,10556551,11482120,101,94,94,100,20132659,20132659,22412,70889,119904,39113,46210.460501127905,1405
2,3,44148,45724,10532051,11304787,112,96,95,102,20132659,20132659,111825,72323,102199,37113,44931.91069974718,1406
2,1,38550,53799,12822065,10879157,104,90,91,100,20132659,20132659,61531,66646,75836,41286,46113.82825328224,1407
2,1,48390,57131,10876356,10932618,102,96,96,108,20132659,20132659,114099,66438,117643,45298,46148.27883466987,1408
2,1,42735,48887,10727861,11232099,114,90,93,103,20132659,20132659,65587,73171,113071,37847,45999.960517917185,1409
2,1,45376,51871,10654299,13372816,111,96,90,101,20132659,20132659,110418,66047,64477,39777,46193.284067005145,1410
2,1,50896,91220,12085709,10875655,99,97,87,99,20132659,20132659,36921,68600,70295,43462,46065.865899177545,1411
2,1,48475,55219,15983709,13457604,101,94,92,98,20132659,20132659,107198,68891,107951,41215,46019.063502033896,1412
2,1,46180,50723,10531600,11183035,103,89,91,99,20132659,20132659,108663,69550,63596,37190,46085.40344604613,1413
3,1,107142,39803,10929706,11089532,105,90,89,88,20132659,20132659,50985,38153,74513,32776,45902.221346706836,1414
2,1,40235,104278,10778251,11324667,113,96,94,100,20132659,20132659,57203,68786,67764,37077,46143.7602898683,1415
2,1,43077,44974,10505882,11243464,109,85,92,91,20132659,20132659,111077,106170,100395,39786,45619.88900399988,1416
3,1,112046,96757,12583148,11114731,106,86,97,101,20132659,20132659,113985,61574,79476,63595,45891.17227910183,1417
2,1,107370,31032,10635931,11039306,101,98,95,104,20132659,20132659,45608,71578,115504,35307,46150.9446833982,1418
2,2,52248,47185,11292807,10728679,100,95,93,90,20132659,20132659,107500,62831,125099,43812,43909.941939225675,1419
3,1,114278,53876,15429149,13213175,112,90,91,88,20132659,20132659,114907,83355,71599,40737,46082.77047906017,1420
2,1,110069,50308,10990799,13528974,102,94,90,102,20132659,20132659,110738,34401,48013,60024,45962.028735692016,1421
2,1,49472,57819,10781006,13436207,115,89,94,107,20132659,20132659,54895,73414,110237,32616,46046.521840322144,1422
3,1,105321,100893,10428484,13545561,113,89,88,91,20132659,20132659,109325,78667,65868,37890,46011.869631514855,1423
2,1,47083,51896,10601229,10910531,103,90,93,89,20132659,20132659,115199,65185,63151,35623,45957.84872811504,1424
3,1,103654,28487,10704012,10981431,98,88,96,92,20132659,20132659,63612,37142,118079,32193,46167.14951172477,1425
2,1,43641,22592,10504454,13338586,100,86,116,98,20132659,20132659,112791,42295,67472,38816,46218.14950168127,1426
2,1,39963,33617,11110481,13019777,111,87,117,91,20132659,20132659,108424,40073,62501,87035,45945.08678435088,1427
3,3,37869,94072,14166501,14469507,99,90,91,90,20132659,20132659,110778,108385,120697,76880,44769.686053182835,1428
2,1,107260,48225,10880863,11144946,112,89,92,88,20132659,20132659,60619,114337,66051,34176,46053.90353757063,1429
2,1,58293,19015,10626300,13452266,114,94,89,87,20132659,20132659,58314,104947,104991,45773,46040.96185046224,1430
3,1,78158,55280,13863070,11381853,101,91,90,103,20132659,20132659,41753,103750,113269,41750,46184.07766819244,1431
2,1,110029,43287,10485259,13565015,89,88,100,99,20132659,20132659,70012,70819,41498,67761,46076.21468597611,1432
2,1,46317,36790,12444729,13292750,119,90,98,87,20132659,20132659,116205,126043,70008,38002,45539.894735984926,1433
3,1,105686,61777,12718707,13633054,106,87,95,110,20132659,20132659,106792,61556,73131,36283,46060.3012371357,1434
2,1,50589,45660,12305308,11026079,102,89,117,92,20132659,20132659,66321,106664,122722,43007,46120.87654103103,1435
2,1,102995,25368,13559484,13114883,110,90,93,89,20132659,20132659,113487,110619,64968,96265,45740.20920757614,1436
3,1,102024,49957,10801937,11221819,104,119,96,90,20132659,20132659,110875,101361,62098,31425,46209.26409864313,1437
2,1,41996,16384,11578213,13459972,113,85,94,102,20132659,20132659,107434,43026,68521,39996,46072.59587738372,1438
3,1,108678,52823,10375390,13603114,109,91,92,101,20132659,20132659,112552,102980,64479,34617,45419.075387060184,1439
2,1,105226,103547,10977912,11614005,114,86,118,105,20132659,20132659,115806,77142,112036,37252,45272.88319546829,1440
2,2,111414,99269,10714869,13205616,108,87,90,93,20132659,20132659,110211,84417,62847,32722,44077.93262786429,1441
3,1,45331,97281,14661092,13362162,100,94,116,90,20132659,20132659,107422,108370,67698,41056,45876.866620545195,1442
2,1,100878,38782,10534454,13604444,115,88,117,89,20132659,20132659,114074,71876,114717,69964,46119.15230037512,1443
2,1,54169,21458,12914027,13505503,102,96,118,91,20132659,20132659,112129,91871,117354,47221,45574.95362970481,1444
3,1,90288,55631,10403896,14293806,105,93,89,100,20132659,20132659,48009,101627,71583,38673,46098.04081040505,1445
2,1,106713,52907,10831769,13643674,99,95,91,93,20132659,20132659,109432,63510,60911,43721,45386.809562353104,1446
2,1,113443,47543,14023373,13385078,85,91,94,115,20132659,20132659,62654,105860,75466,108304,46099.20612677132,1447
3,1,103513,59458,15200531,12989371,101,89,97,92,20132659,20132659,116928,29600,61180,36085,46108.58146688096,1448
2,1,47978,105224,10603652,13662084,103,88,117,88,20132659,20132659,113735,115991,108301,30883,45276.866212995265,1449
2,3,44187,50752,10697555,13484631,110,90,99,98,20132659,20132659,105985,40006,64911,34959,44769.85330770158,1450
3,1,101626,40722,10313110,13305468,113,93,116,92,20132659,20132659,109059,79914,98271,39363,46229.76423316674,1451
2,1,108753,46820,10474522,13681810,112,89,118,100,20132659,20132659,19043,43841,69147,32883,46169.99542076157,1452
2,1,105553,89535,10604139,13474583,111,91,93,86,20132659,20132659,54710,88428,66032,42289,45318.98732262425,1453
3,1,41390,56706,10916757,13571430,100,106,92,90,20132659,20132659,116891,94240,88772,36667,45372.3748347609,1454
2,1,117382,23743,10343166,13261573,98,87,95,101,20132659,20132659,111894,24402,70714,30381,46058.379211760395,1455
3,1,87225,19649,10478550,13425958,102,86,91,99,20132659,20132659,108080,103688,60436,40414,46195.4972016523,1456
2,1,103390,49519,10731351,10790402,114,90,118,104,20132659,20132659,68270,69929,46483,33999,46119.20301149543,1457
2,1,100022,101161,14969349,11110675,106,89,105,89,20132659,20132659,72305,99380,62871,37030,45977.975142560856,1458
